antecedente,consequente,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"leite, manteiga","arroz, pao",0.339,0.329,0.181,0.5339233038348082,1.6228671849082317,0.06946899999999998,1.4396772151898733,0.5806454309141513
"arroz, pao","leite, manteiga",0.329,0.339,0.181,0.5501519756838905,1.6228671849082315,0.06946899999999998,1.469385135135135,0.5719919967723607
"limpeza, pao","arroz, leite",0.167,0.325,0.088,0.5269461077844311,1.621372639336711,0.03372499999999999,1.426898734177215,0.4600703917930808
"doces, pao",manteiga,0.091,0.346,0.051,0.5604395604395604,1.6197675157212732,0.019513999999999997,1.4878500000000001,0.42093228930736204
"doces, leite",manteiga,0.091,0.346,0.051,0.5604395604395604,1.6197675157212732,0.019513999999999997,1.4878500000000001,0.42093228930736204
"arroz, leite, pao",manteiga,0.323,0.346,0.181,0.5603715170278637,1.6195708584620339,0.069242,1.487619718309859,0.5650701420795351
manteiga,"arroz, leite, pao",0.346,0.323,0.181,0.523121387283237,1.6195708584620339,0.069242,1.419648484848485,0.584942639430956
"feijao, frango, leite",manteiga,0.168,0.346,0.094,0.5595238095238095,1.6171208367740162,0.035872,1.4847567567567568,0.45867430441898527
"arroz, hortifruti, leite",manteiga,0.156,0.346,0.087,0.5576923076923077,1.6118274788795022,0.033024,1.478608695652174,0.4497466906357248
"leite, limpeza","arroz, pao",0.166,0.329,0.088,0.5301204819277108,1.6113084557073276,0.03338599999999999,1.428025641025641,0.454899716590364
"leite, manteiga","feijao, pao",0.339,0.326,0.178,0.5250737463126843,1.6106556635358416,0.06748599999999998,1.4191677018633537,0.5735776572778729
"feijao, pao","leite, manteiga",0.326,0.339,0.178,0.5460122699386503,1.6106556635358413,0.06748599999999998,1.4559864864864864,0.5625145867369051
"arroz, leite",manteiga,0.325,0.346,0.181,0.5569230769230769,1.6096042685638061,0.06855,1.4760416666666665,0.5610804174340086
manteiga,"arroz, leite",0.346,0.325,0.181,0.523121387283237,1.6096042685638061,0.06855,1.4154545454545455,0.5790967611130823
manteiga,"feijao, leite, pao",0.346,0.32,0.178,0.5144508670520231,1.6076589595375723,0.06727999999999999,1.4004761904761904,0.5779472906573205
"feijao, leite, pao",manteiga,0.32,0.346,0.178,0.5562499999999999,1.607658959537572,0.06727999999999999,1.4738028169014081,0.5558493060145406
"arroz, frango, leite",manteiga,0.169,0.346,0.094,0.5562130177514792,1.6075520744262408,0.035526,1.4736799999999999,0.45479683539442356
"carne, manteiga","leite, pao",0.088,0.624,0.088,1.0,1.6025641025641026,0.033088,inf,0.41228070175438597
"manteiga, refrigerante","leite, pao",0.071,0.624,0.071,1.0,1.6025641025641026,0.026695999999999998,inf,0.4047362755651237
"acucar, manteiga","arroz, leite",0.121,0.325,0.063,0.5206611570247934,1.6020343293070567,0.023675,1.408189655172414,0.42752406233634904
"arroz, hortifruti, pao",manteiga,0.157,0.346,0.087,0.554140127388535,1.6015610618165754,0.032678,1.4668285714285714,0.44556250937402003
"acucar, pao","feijao, leite",0.237,0.322,0.122,0.5147679324894515,1.5986581754330793,0.045686000000000004,1.3972695652173912,0.4907934598113573
"frango, leite","manteiga, pao",0.179,0.339,0.097,0.5418994413407822,1.598523425784018,0.036319000000000004,1.4429146341463417,0.45605685799314394
"feijao, leite",manteiga,0.322,0.346,0.178,0.5527950310559006,1.5976735001615625,0.066588,1.4624166666666665,0.551754996519837
manteiga,"feijao, leite",0.346,0.322,0.178,0.5144508670520231,1.5976735001615625,0.066588,1.3963571428571429,0.5720028863003813
"acucar, pao","arroz, leite",0.237,0.325,0.123,0.5189873417721519,1.596884128529698,0.045975,1.4032894736842105,0.48988268388581657
"arroz, feijao, leite",manteiga,0.315,0.346,0.174,0.5523809523809523,1.5964767409854115,0.06501,1.4610638297872338,0.5454316637301787
manteiga,"arroz, feijao, leite",0.346,0.315,0.174,0.5028901734104047,1.5964767409854115,0.06501,1.37796511627907,0.5712854581883371
"acucar, manteiga","feijao, leite",0.121,0.322,0.062,0.512396694214876,1.5912940814126584,0.023038000000000003,1.390474576271186,0.4227311093985101
"arroz, pao",manteiga,0.329,0.346,0.181,0.5501519756838905,1.5900346118031519,0.067166,1.4538243243243243,0.5530296168825287
manteiga,"arroz, pao",0.346,0.329,0.181,0.523121387283237,1.5900346118031519,0.067166,1.4070666666666667,0.5674050044773346
"acucar, manteiga","leite, pao",0.121,0.624,0.12,0.9917355371900827,1.589319771137953,0.044495999999999994,45.49600000000015,0.42184300341296926
"feijao, frango, pao",manteiga,0.171,0.346,0.094,0.5497076023391813,1.5887502957779807,0.034834,1.4523896103896103,0.4470138336370403
leite,"manteiga, pao",0.63,0.339,0.339,0.5380952380952382,1.5873015873015874,0.12543,1.431030927835052,1.0
"manteiga, pao",leite,0.339,0.63,0.339,1.0,1.5873015873015872,0.12543,inf,0.5597579425113465
"arroz, manteiga, pao",leite,0.181,0.63,0.181,1.0,1.5873015873015872,0.06697,inf,0.45177045177045183
"feijao, manteiga, pao",leite,0.178,0.63,0.178,1.0,1.5873015873015872,0.06586,inf,0.45012165450121655
"hortifruti, manteiga, pao",leite,0.165,0.63,0.165,1.0,1.5873015873015872,0.06105000000000001,inf,0.44311377245508987
"acucar, manteiga, pao",leite,0.12,0.63,0.12,1.0,1.5873015873015872,0.044399999999999995,inf,0.4204545454545454
"cafe, manteiga, pao",leite,0.119,0.63,0.119,1.0,1.5873015873015872,0.04403,inf,0.4199772985244041
"cerveja, manteiga, pao",leite,0.11,0.63,0.11,1.0,1.5873015873015872,0.0407,inf,0.4157303370786517
"frango, manteiga, pao",leite,0.097,0.63,0.097,1.0,1.5873015873015872,0.03589,inf,0.4097452934662237
"feijao, limpeza, pao",leite,0.09,0.63,0.09,1.0,1.5873015873015872,0.033299999999999996,inf,0.40659340659340654
"carne, manteiga",leite,0.088,0.63,0.088,1.0,1.5873015873015872,0.03256,inf,0.40570175438596495
"carne, manteiga, pao",leite,0.088,0.63,0.088,1.0,1.5873015873015872,0.03256,inf,0.40570175438596495
"arroz, limpeza, pao",leite,0.088,0.63,0.088,1.0,1.5873015873015872,0.03256,inf,0.40570175438596495
"hortifruti, limpeza, pao",leite,0.086,0.63,0.086,1.0,1.5873015873015872,0.031819999999999994,inf,0.40481400437636755
"arroz, carne, manteiga",leite,0.084,0.63,0.084,1.0,1.5873015873015872,0.031080000000000003,inf,0.4039301310043668
"carne, feijao, manteiga",leite,0.084,0.63,0.084,1.0,1.5873015873015872,0.031080000000000003,inf,0.4039301310043668
"limpeza, manteiga, pao",leite,0.081,0.63,0.081,1.0,1.5873015873015872,0.029970000000000004,inf,0.4026115342763874
"manteiga, refrigerante",leite,0.071,0.63,0.071,1.0,1.5873015873015872,0.026269999999999995,inf,0.3982777179763185
"manteiga, pao, refrigerante",leite,0.071,0.63,0.071,1.0,1.5873015873015872,0.026269999999999995,inf,0.3982777179763185
"cerveja, frango, pao",leite,0.068,0.63,0.068,1.0,1.5873015873015872,0.025160000000000002,inf,0.39699570815450647
"acucar, frango, pao",leite,0.067,0.63,0.067,1.0,1.5873015873015872,0.02479,inf,0.39657020364415857
"cafe, frango, pao",leite,0.064,0.63,0.064,1.0,1.5873015873015872,0.02368,inf,0.3952991452991453
"cerveja, manteiga, refrigerante",leite,0.062,0.63,0.062,1.0,1.5873015873015872,0.022940000000000002,inf,0.3944562899786781
"acucar, hortifruti, manteiga",leite,0.056,0.63,0.056,1.0,1.5873015873015872,0.020720000000000002,inf,0.3919491525423729
"doces, manteiga, pao",leite,0.051,0.63,0.051,1.0,1.5873015873015872,0.018869999999999998,inf,0.38988408851422546
"acucar, leite","feijao, pao",0.236,0.326,0.122,0.516949152542373,1.585733596755745,0.04506399999999999,1.395298245614035,0.4834778130632563
"cafe, pao","feijao, leite",0.239,0.322,0.122,0.5104602510460251,1.5852802827516308,0.045042,1.3849743589743588,0.4851468085564723
"acucar, leite","arroz, pao",0.236,0.329,0.123,0.5211864406779662,1.5841533151305962,0.045355999999999994,1.4013805309734515,0.48265440769590934
"hortifruti, manteiga","arroz, leite",0.169,0.325,0.087,0.514792899408284,1.5839781520254892,0.032074999999999985,1.3911585365853658,0.44365602998741294
"cafe, pao","arroz, leite",0.239,0.325,0.123,0.5146443514644352,1.5835210814290315,0.045325000000000004,1.39073275862069,0.4842259329295001
"feijao, hortifruti, leite",manteiga,0.157,0.346,0.086,0.5477707006369427,1.583152313979603,0.031678,1.4461690140845072,0.4369499848271677
"carne, leite","manteiga, pao",0.164,0.339,0.088,0.5365853658536585,1.582847686883948,0.03240399999999999,1.4263684210526315,0.44046324488908206
"acucar, manteiga","arroz, pao",0.121,0.329,0.063,0.5206611570247934,1.5825567082820469,0.023191000000000003,1.3998448275862072,0.4187839716849956
"hortifruti, manteiga","feijao, leite",0.169,0.322,0.086,0.5088757396449703,1.5803594398912122,0.031581999999999985,1.3805060240963851,0.44191643578764717
"leite, manteiga",pao,0.339,0.633,0.339,1.0,1.5797788309636651,0.124413,inf,0.5552193645990922
"arroz, leite, manteiga",pao,0.181,0.633,0.181,1.0,1.5797788309636651,0.066427,inf,0.4481074481074482
"frango, leite",pao,0.179,0.633,0.179,1.0,1.5797788309636651,0.065693,inf,0.44701583434835573
"feijao, leite, manteiga",pao,0.178,0.633,0.178,1.0,1.5797788309636651,0.065326,inf,0.44647201946472015
"arroz, frango, leite",pao,0.169,0.633,0.169,1.0,1.5797788309636651,0.06202300000000001,inf,0.4416365824308063
"feijao, frango, leite",pao,0.168,0.633,0.168,1.0,1.5797788309636651,0.061656,inf,0.4411057692307692
"leite, limpeza",pao,0.166,0.633,0.166,1.0,1.5797788309636651,0.060922000000000004,inf,0.44004796163069543
"hortifruti, leite, manteiga",pao,0.165,0.633,0.165,1.0,1.5797788309636651,0.060555,inf,0.4395209580838323
"leite, refrigerante",pao,0.134,0.633,0.134,1.0,1.5797788309636651,0.049178,inf,0.42378752886836024
"cerveja, leite, refrigerante",pao,0.121,0.633,0.121,1.0,1.5797788309636651,0.044407,inf,0.4175199089874858
"acucar, leite, manteiga",pao,0.12,0.633,0.12,1.0,1.5797788309636651,0.044039999999999996,inf,0.4170454545454545
"cafe, leite, manteiga",pao,0.119,0.633,0.119,1.0,1.5797788309636651,0.043673000000000003,inf,0.41657207718501704
"cerveja, leite, manteiga",pao,0.11,0.633,0.11,1.0,1.5797788309636651,0.04037,inf,0.4123595505617978
"frango, leite, manteiga",pao,0.097,0.633,0.097,1.0,1.5797788309636651,0.035599,inf,0.40642303433001103
"feijao, leite, limpeza",pao,0.09,0.633,0.09,1.0,1.5797788309636651,0.03303,inf,0.40329670329670325
"frango, hortifruti, leite",pao,0.089,0.633,0.089,1.0,1.5797788309636651,0.032663,inf,0.40285400658616904
"carne, manteiga",pao,0.088,0.633,0.088,1.0,1.5797788309636651,0.032296,inf,0.4024122807017544
"carne, leite, manteiga",pao,0.088,0.633,0.088,1.0,1.5797788309636651,0.032296,inf,0.4024122807017544
"arroz, leite, limpeza",pao,0.088,0.633,0.088,1.0,1.5797788309636651,0.032296,inf,0.4024122807017544
"hortifruti, leite, limpeza",pao,0.086,0.633,0.086,1.0,1.5797788309636651,0.031562,inf,0.4015317286652079
"arroz, carne, manteiga",pao,0.084,0.633,0.084,1.0,1.5797788309636651,0.030828,inf,0.4006550218340611
"carne, feijao, manteiga",pao,0.084,0.633,0.084,1.0,1.5797788309636651,0.030828,inf,0.4006550218340611
"leite, limpeza, manteiga",pao,0.081,0.633,0.081,1.0,1.5797788309636651,0.029727000000000003,inf,0.39934711643090315
"manteiga, refrigerante",pao,0.071,0.633,0.071,1.0,1.5797788309636651,0.026056999999999997,inf,0.39504843918191596
"leite, manteiga, refrigerante",pao,0.071,0.633,0.071,1.0,1.5797788309636651,0.026056999999999997,inf,0.39504843918191596
"cafe, leite, limpeza",pao,0.068,0.633,0.068,1.0,1.5797788309636651,0.024956,inf,0.3937768240343347
"acucar, leite, limpeza",pao,0.068,0.633,0.068,1.0,1.5797788309636651,0.024956,inf,0.3937768240343347
"cerveja, frango, leite",pao,0.068,0.633,0.068,1.0,1.5797788309636651,0.024956,inf,0.3937768240343347
"acucar, frango, leite",pao,0.067,0.633,0.067,1.0,1.5797788309636651,0.024589,inf,0.39335476956055726
"arroz, leite, refrigerante",pao,0.066,0.633,0.066,1.0,1.5797788309636651,0.024222,inf,0.3929336188436831
"hortifruti, leite, refrigerante",pao,0.066,0.633,0.066,1.0,1.5797788309636651,0.024222,inf,0.3929336188436831
"cafe, frango, leite",pao,0.064,0.633,0.064,1.0,1.5797788309636651,0.023488000000000002,inf,0.39209401709401714
"feijao, leite, refrigerante",pao,0.064,0.633,0.064,1.0,1.5797788309636651,0.023488000000000002,inf,0.39209401709401714
"cerveja, manteiga, refrigerante",pao,0.062,0.633,0.062,1.0,1.5797788309636651,0.022753999999999996,inf,0.3912579957356076
"cerveja, leite, limpeza",pao,0.059,0.633,0.059,1.0,1.5797788309636651,0.021653,inf,0.3900106269925611
"acucar, hortifruti, manteiga",pao,0.056,0.633,0.056,1.0,1.5797788309636651,0.020552,inf,0.388771186440678
"doces, leite, manteiga",pao,0.051,0.633,0.051,1.0,1.5797788309636651,0.018716999999999998,inf,0.38672286617492097
pao,"leite, manteiga",0.633,0.339,0.339,0.5355450236966824,1.579778830963665,0.124413,1.4231734693877551,0.9999999999999999
"arroz, frango, pao",manteiga,0.172,0.346,0.094,0.5465116279069768,1.5795133754536903,0.03448800000000001,1.4421538461538466,0.4431082331174839
"feijao, pao",manteiga,0.326,0.346,0.178,0.5460122699386503,1.5780701443313592,0.065204,1.4405675675675675,0.543493481812423
manteiga,"feijao, pao",0.346,0.326,0.178,0.5144508670520231,1.5780701443313592,0.065204,1.3881190476190475,0.5601140775865031
"limpeza, pao",leite,0.167,0.63,0.166,0.9940119760479041,1.5777967873776255,0.06079,61.78999999999951,0.43962163178524416
manteiga,"arroz, feijao, pao",0.346,0.319,0.174,0.5028901734104047,1.576458223857068,0.06362599999999999,1.3699186046511629,0.5591233435270132
"arroz, feijao, pao",manteiga,0.319,0.346,0.174,0.5454545454545454,1.5764582238570677,0.06362599999999999,1.4387999999999999,0.5369554576603034
"feijao, manteiga","leite, pao",0.181,0.624,0.178,0.9834254143646408,1.5760022666100013,0.06505599999999999,22.68533333333324,0.4462553676036822
"pao, refrigerante",leite,0.135,0.63,0.134,0.9925925925925926,1.57554379776602,0.04895000000000001,49.949999999999925,0.42231041325166085
"cerveja, pao, refrigerante",leite,0.122,0.63,0.121,0.9918032786885246,1.5742909185532137,0.04414,45.13999999999995,0.41548221916828254
"acucar, manteiga",leite,0.121,0.63,0.12,0.9917355371900827,1.5741833923652107,0.04377,44.770000000000145,0.4149601820250285
"acucar, cafe, manteiga",leite,0.113,0.63,0.112,0.9911504424778761,1.5732546705998034,0.04081,41.80999999999993,0.41079481397970685
"carne, pao","leite, manteiga",0.165,0.339,0.088,0.5333333333333333,1.5732546705998032,0.03206499999999999,1.4164285714285714,0.43637724550898194
"feijao, hortifruti, pao",manteiga,0.158,0.346,0.086,0.5443037974683543,1.5731323626253018,0.031332,1.4351666666666665,0.43269071424625755
"cerveja, hortifruti, pao",leite,0.11,0.63,0.109,0.9909090909090909,1.5728715728715728,0.0397,40.69999999999974,0.4092361612204927
"cafe, leite","feijao, pao",0.238,0.326,0.122,0.5126050420168068,1.572408104346033,0.04441199999999999,1.3828620689655173,0.47773331612236986
"frango, pao","leite, manteiga",0.182,0.339,0.097,0.532967032967033,1.5721741385458199,0.035302,1.4153176470588236,0.44491215688251445
"acucar, manteiga","feijao, pao",0.121,0.326,0.062,0.512396694214876,1.5717690006591287,0.022553999999999998,1.3822711864406778,0.41385004954310245
"doces, manteiga","leite, pao",0.052,0.624,0.051,0.9807692307692307,1.5717455621301775,0.018552,19.551999999999957,0.38371804417969724
"cafe, leite","arroz, pao",0.238,0.329,0.123,0.5168067226890757,1.5708411023984064,0.044698,1.3886782608695654,0.4769007532595011
"leite, pao",manteiga,0.624,0.346,0.339,0.5432692307692308,1.570142285460205,0.12309600000000004,1.4319157894736845,0.9657315006590097
manteiga,"leite, pao",0.346,0.624,0.339,0.9797687861271678,1.5701422854602047,0.12309600000000004,18.585142857142994,0.555221780195394
"arroz, leite",pao,0.325,0.633,0.323,0.9938461538461538,1.5700571150808118,0.11727499999999999,59.63749999999978,0.537897030157092
pao,"arroz, leite",0.633,0.325,0.323,0.5102685624012638,1.5700571150808118,0.11727499999999999,1.3783064516129033,0.9893201508338886
"carne, leite, pao",manteiga,0.162,0.346,0.088,0.5432098765432098,1.5699707414543638,0.031948,1.4317297297297298,0.43322846604469517
"feijao, leite",pao,0.322,0.633,0.32,0.9937888198757764,1.5699665400881144,0.116174,59.08699999999989,0.5354627581120944
pao,"feijao, leite",0.633,0.322,0.32,0.5055292259083728,1.5699665400881142,0.116174,1.3711629392971243,0.9892200272479563
"doces, pao",leite,0.091,0.63,0.09,0.989010989010989,1.5698587127158556,0.03267,33.67000000000012,0.39933993399339934
"arroz, feijao, leite",pao,0.315,0.633,0.313,0.9936507936507937,1.5697484891797688,0.11360499999999998,57.8025000000002,0.5298617103145914
"feijao, hortifruti, leite",pao,0.157,0.633,0.156,0.9936305732484076,1.5697165454161257,0.056619,57.619000000000014,0.43053654530522867
"frango, hortifruti, pao",leite,0.09,0.63,0.089,0.9888888888888889,1.5696649029982364,0.032299999999999995,33.30000000000012,0.3988146684775898
"arroz, hortifruti, leite",pao,0.156,0.633,0.155,0.9935897435897436,1.5696520435856929,0.056251999999999996,57.2520000000002,0.42999541354532944
"arroz, manteiga","leite, pao",0.185,0.624,0.181,0.9783783783783784,1.567914067914068,0.06556,17.39,0.44442938006304444
"carne, hortifruti, pao",leite,0.08,0.63,0.079,0.9875,1.5674603174603174,0.0286,29.600000000000104,0.39350577875619147
"feijao, hortifruti, pao",leite,0.158,0.63,0.156,0.9873417721518988,1.567209162145871,0.056459999999999996,29.2300000000001,0.42983738351909373
"arroz, hortifruti, pao",leite,0.157,0.63,0.155,0.9872611464968153,1.56708118491558,0.05609,29.045000000000005,0.42926567940917615
"hortifruti, pao",leite,0.313,0.63,0.309,0.987220447284345,1.5670165829910239,0.11180999999999999,28.952499999999876,0.5267025621458147
"cerveja, doces, pao",leite,0.078,0.63,0.077,0.9871794871794871,1.5669515669515668,0.027859999999999996,28.859999999999854,0.39242752908696504
"acucar, manteiga",pao,0.121,0.633,0.12,0.9917355371900827,1.5667228075672712,0.043407,44.407000000000146,0.4115187713310581
"frango, leite",manteiga,0.179,0.346,0.097,0.5418994413407822,1.566183356476249,0.03506600000000001,1.4276341463414637,0.44032296545575556
"frango, leite, pao",manteiga,0.179,0.346,0.097,0.5418994413407822,1.566183356476249,0.03506600000000001,1.4276341463414637,0.44032296545575556
"cafe, hortifruti, leite",pao,0.115,0.633,0.114,0.9913043478260869,1.566041623737894,0.041205000000000006,42.20499999999971,0.40841510556051147
"acucar, cafe, manteiga",pao,0.113,0.633,0.112,0.9911504424778761,1.5657984873268185,0.04047099999999999,41.47099999999993,0.40738242873248504
"acucar, hortifruti, leite",pao,0.112,0.633,0.111,0.9910714285714286,1.565673662830061,0.040104,41.10400000000015,0.4068663257852447
leite,pao,0.63,0.633,0.624,0.9904761904761905,1.5647333182878207,0.22520999999999997,38.53500000000014,0.9754417879417878
pao,leite,0.633,0.63,0.624,0.985781990521327,1.5647333182878207,0.22520999999999997,26.023333333333266,0.9834154265353174
"hortifruti, manteiga","arroz, pao",0.169,0.329,0.087,0.514792899408284,1.5647200589917445,0.03139899999999999,1.3829146341463414,0.434305711163672
"hortifruti, manteiga","leite, pao",0.169,0.624,0.165,0.9763313609467456,1.5646335912608103,0.059544,15.885999999999994,0.4342632097144733
"hortifruti, leite",pao,0.312,0.633,0.309,0.9903846153846154,1.5645886498967068,0.11150399999999999,38.168000000000134,0.5244976292616844
"cerveja, leite",pao,0.208,0.633,0.206,0.9903846153846154,1.5645886498967068,0.07433599999999999,38.168000000000134,0.4556242031970187
"cerveja, pao",leite,0.209,0.63,0.206,0.9856459330143541,1.5645173539910382,0.07432999999999998,25.77666666666673,0.4561633915530297
"cafe, limpeza, pao",leite,0.069,0.63,0.068,0.9855072463768115,1.5642972164711293,0.024530000000000003,25.529999999999887,0.38747077778479816
"acucar, limpeza, pao",leite,0.069,0.63,0.068,0.9855072463768115,1.5642972164711293,0.024530000000000003,25.529999999999887,0.38747077778479816
"arroz, cerveja, leite",pao,0.1,0.633,0.099,0.99,1.5639810426540284,0.035699999999999996,36.69999999999997,0.40067340067340057
"limpeza, manteiga","leite, pao",0.083,0.624,0.081,0.9759036144578314,1.5639481000926785,0.029207999999999998,15.604000000000022,0.3932307443757825
"cafe, manteiga","arroz, leite",0.122,0.325,0.062,0.5081967213114754,1.5636822194199242,0.022350000000000002,1.3725,0.4105738849290911
"cerveja, feijao, leite",pao,0.098,0.633,0.097,0.9897959183673469,1.5636586388109746,0.034966,35.96599999999996,0.39963883237707726
"arroz, pao, refrigerante",leite,0.067,0.63,0.066,0.9850746268656716,1.5636105188343994,0.02379,24.789999999999928,0.3863392770145181
"hortifruti, pao, refrigerante",leite,0.067,0.63,0.066,0.9850746268656716,1.5636105188343994,0.02379,24.789999999999928,0.3863392770145181
"cafe, manteiga","leite, pao",0.122,0.624,0.119,0.9754098360655737,1.5631567885666247,0.04287199999999999,15.290666666666649,0.4103290518941061
"leite, refrigerante","manteiga, pao",0.134,0.339,0.071,0.5298507462686567,1.5629815524149164,0.025573999999999986,1.405936507936508,0.41593208209999005
"feijao, pao, refrigerante",leite,0.065,0.63,0.064,0.9846153846153846,1.5628815628815629,0.02305,24.049999999999912,0.3851938502673797
"acucar, arroz, manteiga",leite,0.064,0.63,0.063,0.984375,1.5625,0.02268,23.68,0.3846153846153846
"doces, leite",pao,0.091,0.633,0.09,0.989010989010989,1.5624186240299984,0.032396999999999995,33.39700000000012,0.396002933626696
"acucar, feijao, manteiga",leite,0.063,0.63,0.062,0.9841269841269841,1.5621063240110857,0.022309999999999997,23.30999999999992,0.38403277446896406
"arroz, cafe, pao",leite,0.125,0.63,0.123,0.984,1.561904761904762,0.04425,23.12499999999998,0.41114982578397213
"acucar, arroz, pao",leite,0.125,0.63,0.123,0.984,1.561904761904762,0.04425,23.12499999999998,0.41114982578397213
"cafe, feijao, pao",leite,0.124,0.63,0.122,0.9838709677419355,1.561699948796723,0.04388,22.94000000000002,0.41058462459764955
"acucar, feijao, pao",leite,0.124,0.63,0.122,0.9838709677419355,1.561699948796723,0.04388,22.94000000000002,0.41058462459764955
"frango, pao",leite,0.182,0.63,0.179,0.9835164835164835,1.5611372754229895,0.06434,22.446666666666594,0.43941484203193504
"feijao, manteiga",leite,0.181,0.63,0.178,0.9834254143646408,1.5609927212137156,0.06397,22.32333333333324,0.4388058882440905
"hortifruti, manteiga","feijao, pao",0.169,0.326,0.086,0.5088757396449703,1.560968526518314,0.03090599999999999,1.3723614457831321,0.4324573923264209
"cerveja, limpeza, pao",leite,0.06,0.63,0.059,0.9833333333333333,1.5608465608465607,0.021199999999999997,22.199999999999932,0.3822574828705373
"cafe, pao",leite,0.239,0.63,0.235,0.9832635983263598,1.5607358703593013,0.08443,22.10749999999994,0.4721111639220511
"carne, leite",pao,0.164,0.633,0.162,0.9878048780487805,1.5605132354641083,0.058188000000000004,30.093999999999973,0.42964735069998233
"acucar, pao",leite,0.237,0.63,0.233,0.9831223628691984,1.5605116870939657,0.08369000000000001,21.922500000000124,0.47075301357303173
"arroz, feijao, manteiga",leite,0.177,0.63,0.174,0.983050847457627,1.560398170567662,0.06248999999999999,21.829999999999917,0.436376586919177
"carne, hortifruti, leite",pao,0.08,0.633,0.079,0.9875,1.5600315955766193,0.028359999999999996,29.360000000000102,0.39020363236103456
"hortifruti, leite","manteiga, pao",0.312,0.339,0.165,0.5288461538461539,1.5600181529385069,0.05923200000000001,1.402938775510204,0.5217758985200847
"cerveja, manteiga","leite, pao",0.113,0.624,0.11,0.9734513274336283,1.5600181529385069,0.039487999999999995,14.162666666666645,0.40471456390283894
"cerveja, leite","manteiga, pao",0.208,0.339,0.11,0.5288461538461539,1.5600181529385069,0.039487999999999995,1.402938775510204,0.45325987144168955
"cafe, hortifruti, pao",leite,0.116,0.63,0.114,0.9827586206896551,1.559934318555008,0.04092,21.459999999999958,0.40604905929983326
"cafe, leite",pao,0.238,0.633,0.235,0.9873949579831932,1.5598656524221062,0.084346,29.11533333333318,0.4710225051655778
"acucar, leite",pao,0.236,0.633,0.233,0.9872881355932205,1.5596968966717544,0.08361200000000002,28.870666666666995,0.46969867199964055
"arroz, frango, pao",leite,0.172,0.63,0.169,0.9825581395348839,1.5596160944998156,0.06064000000000001,21.213333333333566,0.4333533430523397
"arroz, carne, leite",pao,0.156,0.633,0.154,0.9871794871794871,1.5595252562077206,0.055251999999999996,28.625999999999852,0.4250938634824891
"carne, feijao, leite",pao,0.156,0.633,0.154,0.9871794871794871,1.5595252562077206,0.055251999999999996,28.625999999999852,0.4250938634824891
"cerveja, doces, leite",pao,0.078,0.633,0.077,0.9871794871794871,1.5595252562077206,0.027625999999999998,28.625999999999852,0.38913147589937175
"feijao, frango, pao",leite,0.171,0.63,0.168,0.9824561403508771,1.5594541910331383,0.060270000000000004,21.089999999999936,0.4327503015681544
"acucar, cafe, pao",leite,0.227,0.63,0.223,0.9823788546255506,1.5593315152786518,0.07999,20.99749999999997,0.46403564239263484
"acucar, hortifruti, pao",leite,0.113,0.63,0.111,0.9823008849557522,1.5592077538980194,0.03981,20.904999999999966,0.40433894999847647
"acucar, cafe, leite",pao,0.226,0.633,0.223,0.9867256637168141,1.5588083155083952,0.07994199999999999,27.64733333333329,0.4631580167089604
"acucar, cerveja, leite",pao,0.075,0.633,0.074,0.9866666666666667,1.558715113217483,0.026525,27.525000000000052,0.38750913075237403
"carne, pao",leite,0.165,0.63,0.162,0.9818181818181818,1.5584415584415585,0.058050000000000004,20.349999999999994,0.4291417165668663
"cafe, cerveja, leite",pao,0.074,0.633,0.073,0.9864864864864865,1.558430468383075,0.026158,27.158000000000055,0.3869641113642415
leite,"arroz, pao",0.63,0.329,0.323,0.5126984126984128,1.5583538379890964,0.11573,1.3769706840390883,0.9683708476278136
"arroz, pao",leite,0.329,0.63,0.323,0.9817629179331306,1.5583538379890962,0.11573,20.28833333333327,0.5339749830436528
"feijao, pao",leite,0.326,0.63,0.32,0.9815950920245399,1.5580874476579998,0.11462,20.103333333333328,0.5314354599406529
leite,"feijao, pao",0.63,0.326,0.32,0.5079365079365079,1.5580874476579996,0.11462,1.3697419354838707,0.9680743243243243
"arroz, cerveja, manteiga",leite,0.054,0.63,0.053,0.9814814814814815,1.557907113462669,0.018979999999999997,19.980000000000032,0.37855518768199764
"arroz, feijao, pao",leite,0.319,0.63,0.313,0.9811912225705329,1.557446385032592,0.11202999999999999,19.67166666666668,0.5255849084929604
"arroz, carne, pao",leite,0.157,0.63,0.154,0.9808917197452229,1.556970983722576,0.05509,19.363333333333337,0.4243502642079155
"carne, feijao, pao",leite,0.157,0.63,0.154,0.9808917197452229,1.556970983722576,0.05509,19.363333333333337,0.4243502642079155
"doces, manteiga",leite,0.052,0.63,0.051,0.9807692307692307,1.5567765567765568,0.01824,19.239999999999956,0.377264829982626
"cerveja, feijao, manteiga",leite,0.052,0.63,0.051,0.9807692307692307,1.5567765567765568,0.01824,19.239999999999956,0.377264829982626
"arroz, carne, leite",manteiga,0.156,0.346,0.084,0.5384615384615385,1.5562472209871057,0.03002400000000001,1.4170000000000003,0.4234935680433312
"carne, feijao, leite",manteiga,0.156,0.346,0.084,0.5384615384615385,1.5562472209871057,0.03002400000000001,1.4170000000000003,0.4234935680433312
